PMT, p0, p1, p2, T1, T2, r1, r2, uncertainty_p0, uncertainty_p1, uncertainty_p2, uncertainty_T1, uncertainty_T2, uncertainty_r1, uncertainty_r2
332, 17.632706840179075, 66.29796630980174, 0.0384734827103987, 8.531690751363074, 8.156328893108075, 0.1705098229125792, 0.0209623884084945, 0.7551474154588483, 0.1154271278688744, 0.0012392693201734, 0.484698038655503, 1.3604547313937068, 0.021530954010589, 0.0133976736416461
334, 6.244179500623669, 66.86375384520956, 0.0546060448153312, 6.758858745604726, 6.104100274378225, 0.9999999999999966, 0.792611394395041, 1.573918089063889, 1.4538313980100934, 0.0107352091258283, 1.9217857916328152, 1.0999800767782313, 0.5583778019523974, 0.7509482350667928
335, 16.335879821061674, 66.57418076375623, 0.0401915371984135, 9.447138904612128, 9.047332617462043, 0.19513918442671, 0.1090454667396701, 0.7913096159114955, 0.1287135830714835, 0.0013045345616754, 0.4169428147169742, 0.2720650611049068, 0.021546246912261, 0.0161486762847682
336, 14.383511954753358, 66.3345096634602, 0.0402961636208563, 9.030202858813963, 8.12502775564912, 0.2018161494205744, 0.1099581127595617, 0.7312133475898853, 0.1505907674866848, 0.0015810733327726, 0.6038714965494124, 0.3897435593647128, 0.0284952802199744, 0.0213485284430556
338, 9.751203657255116, 66.09204333811005, 0.0417688718421429, 7.870905656037526, 7.48408716940295, 0.8793499987261487, 0.3813396934209984, 0.6291471368220871, 0.1842806521392485, 0.0017302975245936, 0.2386304454804918, 0.2398935612948264, 0.0695339006141688, 0.0506630520223418
339, 12.297137860654884, 66.25433439234966, 0.0410039389624383, 8.712815893450685, 9.078555383381486, 0.287588600092208, 0.1860505124675845, 0.9699956938398736, 0.2237270945022526, 0.0024822126317048, 0.7725603832311662, 0.5379861371461777, 0.0611103629288461, 0.0494593533475276
340, 13.236372335808973, 66.6125305674671, 0.0426244102502171, 9.341517097309929, 9.341753844982414, 0.2787903874544818, 0.1298472064798972, 0.9722414439332344, 0.197676827031285, 0.0020950128178821, 0.5415375345441487, 0.5358072131451369, 0.0395040903759332, 0.0343961868646554
341, 19.671767926618845, 66.57659829699266, 0.0392724761439105, 8.66492442594544, 7.823086748074368, 0.1733782616419335, 0.0251066508853136, 0.8609250064152121, 0.117863382297257, 0.0012647868135769, 0.4943269882416702, 1.105360575091787, 0.0199459893319272, 0.013031301380743
344, 9.9966261169188, 66.83203259416236, 0.0475387655585566, 9.999999999999998, 9.999999999999998, 0.5568739461561711, 0.3704837504252476, 1.3440211165749891, 0.4067668687592829, 0.0037469001550095, 0.686822433089298, 0.4803052332001855, 0.1007564220614612, 0.0882904496680431
347, 17.237522282606196, 66.88819719304713, 0.041863701801471, 7.054668116607341, 7.904142341113217, 0.2386773215632731, 0.0525338860923424, 1.0016354950146786, 0.2279784361981261, 0.0021616698215719, 0.7097112099875018, 0.8459998117959165, 0.0545083704982428, 0.0215464687425428
348, 19.330360090339248, 66.71209409634614, 0.0398160824347048, 8.850519058543316, 9.357958326080697, 0.1643832828586765, 0.0631286738890893, 1.0058583214126628, 0.1409381082663351, 0.0014471801848537, 0.4954874299763987, 0.3541299315363446, 0.0210955720887048, 0.0119934424997495
350, 17.581818730121814, 66.35257396383288, 0.0377811302317513, 8.025606980064513, 8.269585543189434, 0.1760648763418282, 0.0218941711135217, 0.7113485561683165, 0.1133665166176547, 0.0011715140850127, 0.4305406837270755, 0.9920706369778086, 0.0218838942244106, 0.0112577397647028
351, 17.968697556249516, 66.49379434035272, 0.038353667257625, 8.248946868488343, 8.393042550836476, 0.1998950360125174, 0.0480190428051857, 0.6668772888241798, 0.1016063371985616, 0.001039133238307, 0.3467360268021594, 0.4883627522018238, 0.0191650763118835, 0.0122342523899512
353, 7.538493076099391, 64.90405391519464, 0.033709862211958, 7.147215216338458, 7.387082838850287, 0.2740162858771454, 0.0279572647798352, 0.385700571206148, 0.144271104398858, 0.0019475881695673, 0.46593025700815, 2.0866025789857123, 0.0452298134623492, 0.0363609431824052
354, 17.811456970786526, 67.46145611134042, 0.0448806473551208, 8.364787449091981, 9.365560244850483, 0.2884148127179849, 0.0841552346104563, 1.0550132433996708, 0.1871692339128528, 0.0017231848649593, 0.3858520847309457, 0.3692117386846541, 0.0334737210055136, 0.015474857709283
355, 11.008456595647305, 67.4326306929489, 0.050884817029899, 9.098796385195598, 9.954330813147434, 0.271961217862843, 0.0785939358749361, 0.497947186364587, 0.1775190810225733, 0.0018378629024142, 0.4393889369072745, 0.5048889587521092, 0.0300373539886787, 0.015456706806295
356, 7.222169669173895, 64.82927570438534, 0.0336885254893203, 5.477878441268775, 6.11645809668838, 0.6708626866907901, 0.228504586592212, 0.7794206100102506, 0.2752763054391255, 0.0028554840604181, 0.4432948218230208, 0.379900322583812, 0.1587638363220333, 0.0617964250948202
357, 16.052340999522453, 67.59195146865241, 0.0478362324962531, 8.423939898474515, 9.679744483592314, 0.3385762716429146, 0.1258885254935619, 1.3041100698546326, 0.301250313783505, 0.002721837148742, 0.6109559889088122, 0.5623748577616114, 0.0658417876288726, 0.0310814628772648
360, 12.989523387362754, 67.43889722954187, 0.0490778437418347, 9.178232884799996, 9.999999999999998, 0.2838452583454555, 0.0790984645918084, 0.611297868773257, 0.1789603734389225, 0.0017966225547267, 0.440223444369138, 0.5150740343162961, 0.0318429640634362, 0.016963149224655
361, 8.665269493708617, 65.93073142054236, 0.042840414284325, 7.231554206885264, 8.066254495730977, 0.3790014311664916, 0.0992535434150057, 0.4885272621562819, 0.2107490991745452, 0.0022236758724122, 0.4650855006030973, 0.6161913327246105, 0.0573601149052389, 0.0302421086908893
362, 13.768712585467853, 67.07055597421603, 0.0449131424922541, 8.936971930873485, 9.999999999999998, 0.2326010821657525, 0.0740543299424001, 0.6790314900587769, 0.1498772863700954, 0.0014886953389836, 0.3868141133624188, 0.382477877499851, 0.0257055475135859, 0.0134160272462503
363, 14.37440551348584, 66.99281218787614, 0.0441690641032088, 8.162230183905065, 9.328589221880376, 0.2791999479399347, 0.071630276694176, 0.7955827329506822, 0.1743714143274772, 0.0017276221333635, 0.4042614793689724, 0.4629478891129285, 0.0350566328301072, 0.0151883879792555
364, 11.209341886338796, 67.5298345924113, 0.0505583268434526, 8.589305269459647, 9.361193322478924, 0.3083212753213922, 0.0652203603825681, 0.5024802349597685, 0.2071002609469198, 0.0020526916892498, 0.4983360964235795, 0.7692829232687812, 0.0419311772303984, 0.0197042258068616
