p0,p1,p2,T1,T2,r1,r2,uncertainty_p0,uncertainty_p1,uncertainty_p2,uncertainty_T1,uncertainty_T2,uncertainty_r1,uncertainty_r2
16.03974453728752,65.86826762267665,0.03571067530352208,6.556466247020019,7.756976915833579,0.24389992238487335,0.11301143183711476,0.9939515061505105,0.16342370443082424,0.0015917200655788495,0.42135528082809315,0.2575274238070944,0.04132345087322632,0.017592846028183024
