p0,p1,p2,T1,T2,r1,r2,uncertainty_p0,uncertainty_p1,uncertainty_p2,uncertainty_T1,uncertainty_T2,uncertainty_r1,uncertainty_r2
16.4515926075533,66.48411294817637,0.03964464000542772,7.971354800785681,8.066765765977078,0.19621784437592435,0.09145281884614026,1.0997996313488423,0.19514017655265434,0.0018980453084609895,0.6702429272586333,0.4375301375667652,0.037493175551781555,0.02033148631341004
